,descriptions
25474,"Dense, dark Electro rollers"
25475,"Excellent, heavy, noisy Techno pounders"
25476,Uplifting Drum & Bass / Breakbeat collabo
25477,Warm UK Garage leaning Tech House EP
25478,Classy Grime-Dancehall EP
25479,Delightful Acid Electronica / Chillout album
25480,"Diverse, colorful, partly Jungle leaning Braindance Electronica album"
25481,"Crisp, anthemic UKG / Breakbeat leaning House DJ tools"
25482,Old school house cuts
25483,"Playful, minmalist, bouncy House EP"
25484,"Classy, stepping, dubbed out UK House swingers"
25485,"Uplifting, dreamy, driving 90s / 00s Techno oriented"
25486,"Classy, banging, effective Techno mini-compilation"
25487,"Wild distorted, effective, fast-paced House jackers"
25488,"Moody, hazy Drone / Ambient album"
25489,"UR rooted, driving, acidic House jams"
25490,"Excellent, diverse Cortex Techno EP (one mint copy)"
25491,Minimalist house
25492,Typical driving minimalist techno
25493,Long building deep house tracks
25494,Genre expanding UK garage & breakbeats rooted & instrumental r’n’b infected dubstep compatible EP
25495,Fine UK garage tunes
25496,Brilliant heavy & broken UK funky house cuts
25497,Dark & heavy killer dubstep
25498,Classic Detroit-ish techno tunes
25499,Timeless Interr-Ference production
25500,Old school Chicago house
25501,Crafty DJ tool House/Techno
25502,Tripping minimalist house tunes
25503,Classic chicago rooted house
25504,Cutting-edge Drum & Bass / Grime bangers
25505,"Label anniversary compilation of fine, diverse House DJ tools"
25506,Excellent propelling Techno missiles
25507,"Expertly executed, dreamy & spacious Pop leaning Ambient / Chillout album"
25508,Ace reduced UK Garage cuts
25509,Classy effective Grime / UK Funky tools
25510,"Impressive, well curated Drum & Bass compilation"
25511,Reduced boomy Techno trips
25512,Far out electronic sound scapes
25513,"No repress but warehouse find, classic house infected UK funky tunes"
25514,Retro Chicago acid tracks
25515,Oldschool Chicago House reminiscent EP
25516,Heavy instrumental r’n’b infected dubstep
25517,Dark tripping club techno
25518,Industrial Techno tracks
25519,Detroit school disco house
25520,Dubstep rave cuts
25521,Brilliant kicking avant dubstep
25522,"Exceptional, truly 'autonomic’ mutation in beat science w/ Detroit Techno, Dub, Drum & Bass vibes on the horizon - TIP!"
25523,Long upbuilding house
25524,Minimalist techno
25525,Deeper house
25526,Remarkable blue Jazz Pop album
25527,Tripping dubstep cuts
25528,Detroit-ish spaced out sounding techno/electro tracks
25529,808 driven excellent instrumental r’n’b infected dubstep tracks
25530,Excellent upfront UK garage & IDM electronica infected dubstep compatible tunes
25531,Party guaranteed techy UK garage crossover tunes
25532,Dub techno
25533,Classic Detroit infected techno
25534,Raw electro
25535,Awesome twisted stepping & a straight banging techno reworks
25536,Spaced out sounding club techno
25537,Raw banging & industrialesque techno
25538,Chicago house
25539,Heavy subs driven & r’n’b infected dubstep
25540,Minimalist techno
25541,Detroit-Chicago hybrid tracks
25542,DJ tool house
25543,Industrial techno
25544,Spaced out sounding techno
25545,DJ tool deep house
25546,"No repress but warehouse find, jazzy & soulful deep (post) house melange"
25547,Dub techno w/ Norman Nodge remix
25548,"Somewhere between listening techno, electronica & film score alike pieces"
25549,"Mellow atmospheric & extra heavy, extended tripping deeper dubstep"
25550,Mellow atmospheric classic house cuts
25551,Spaced out bleeping electro tunes
25552,Heavy basslines & melodic synth lines flavored dubstep rave tunes
25553,Club killing techno
25554,Wild jacking Electro / House bangers
25555,Heavy dancehall/dubstep hybrids by the one & only Breakage
25556,"Dubstep/breakbeat rave remixes of a ""UK funky"" anthem"
25557,Deeper IDM rooted souldful dubstep & blue ambient techno
25558,Classic rooted house
25559,"One-sided 12""; epic, tripping Dub Techno jam"
25560,
25561,
25562,Disco house
25563,Compiled by Steve Poindexter.
25564,Diverse disco rooted house album
25565,Dub techno
25566,Rhythmical noise tracks
25567,Collection of Ambient excursions & dubbed out Electronica & Techno derivatives
25568,Detroit sounding techno & electronica
25569,Ultra dark & extra heavy sci-fi dubstep
25570,Atom TM & Tobias Freund prod. extended tripping ambient-ish & house compatible tunes
25571,DJ tool party techno
25572,DJ tool deep house
25573,"Bassline driven, crafty & warm atmospheric techno EP"
25574,Stomping rave techno
25575,Raz Mesianai aka Badawi curated remix project incl. Kode 9 rework
25576,Dreamy rave techno
25577,Deeper house tunes
25578,Dub techno
25579,Superb long tripping house tunes
25580,Deeper house w/ driving b-side
25581,"Highly effective, driving Techno remix package"
25582,Heavily dubbed out & tripping dubstep
25583,Reduced dubby club techno
25584,Soulful deeper Detroit house
25585,Acid techno
25586,UK hardcore reminiscent dubstep compatible breakbeat cut b/w proper dark halfstep tune
25587,Party house
25588,Instrumental r’n’b infected dubstep cuts
25589,Deeper house
25590,Brilliant 1990s ’intelligent’ techno rooted tunes
25591,Reduced DJ tool techno/house
25592,DJ tool house/techno
25593,"Ambient-ish, retro-esque Techno/House tracks"
25594,"Lovely house/disco edits by The Mole on beautiful hand stamped 7"" vinyl"
25595,"Excellent, diverse, uplifting 'liquid' Drum & Bass album"
25596,Puristic techno from the master (one mint copy)
25597,Tough banging funky industrial techno cuts w/ noise music inspired sound sphere
25598,Neo-Detroit techno
25599,Delightful deep Dub Techno / House / Ambient album
25600,Genre-defying sample extravaganza by master Vibert
25601,"Deadly, techy, storming Drum & Bass from the don of 'liquid’ stylee"
25602,Classic Detroit-ish techno tunes
25603,Minimalist tech house
25604,Spaced out retro-futuristic Detroit sounding techno
25605,Detroit rooted techno
25606,Ace spaced out Electro mini-compilation
25607,Dubstep rave tunes
25608,Detroit rooted tech house
25609,Party house
25610,Italo disco infected tunes
25611,Theo Parrish/ Moodymann influenced house
25612,Hypnotic tripping house
25613,Heavy tripping techno/techno-disco
25614,Valauable retrospeczive of THE early 1990s jungle producer legend
25615,Fine electronica/UK garage/dubstep crossover cuts
25616,Ice cold & ultra dark dubstep cuts
25617,DJ tool house
25618,Spaced out atmospheric & acidic synth lines driven Dubstep
25619,Tripping DJ tool tech house
25620,Killer dubbed out UK garage/house cut
25621,Fine deeper tunes with a jazzy feel
25622,Dreamy Drum & Bass cuts
25623,Classic Electro Funk oriented EP
25624,Reduced tripping techno
25625,House incl. killer remix by Norman Nodge
25626,Classic rooted house
25627,Hypnotic tripping house tunes
25628,Detroit rooted tech house b/w Kenny Larkin Remix
25629,Various distorted Electro / Acid / Braindance EP
25630,Floating ambient techno w/ awesome Ramadanman house remix
25631,An irresistible Uwe Schmidt project in opulent Raster Noton packaging
25632,Pumping house tunes
25633,Deeper house tunes
25634,DJ tool house incl. cool tripping DJ QU rmx
25635,Atmospheric ambient house
25636,Big room sinister Detroit techno tracks
25637,Disco infected house tunes
25638,Breakbeat flavored dubstepping & UK funky compatible oldschool reminiscent mixes
25639,Upfront heavily instrumental r’n’b infected dubstep cuts w/ a killer Jamie Vexd remix
25640,Wild cut-up electronica/breakcore/dubstep/UK funky crossover tunes
25641,Detroit rooted techno/house
25642,Raw & nasty techno cuts by Dettmann & Pawlowitz
25643,Minimalist house
25644,Minimalist techno
25645,"Collection of path leading, early 1990s UK Ambient Techno made for eternity"
25646,"Hard hitting, big floor aimed, subtly soulful & dubbed out Drum & Bass rave"
25647,Retro Chicago (acid) house w/ Fingers reminiscenses
25648,Further efforts in updating Techno  & integrating Dubstep / UK Garage
25649,Superb heavy grooves driven & warm atmospheric techno
25650,Minimalist house
25651,Dub house/techno
25652,Deeper house tunes
25653,A greatest hit compilation. electro
25654,Chords driven house remixes by Daniel Stefanik & Sven Weisemann
25655,Dubby house tunes
25656,"Distorted, experimental, cut-up Hip Hop / Electro EP"
25657,"Nice label catalogue review w/ spheric, melodic & spaced out techno"
25658,"Synth line driven , oldschool Chicago House reminiscent EP"
25659,Solid chords driven atmospheric techno
25660,Indie pop w/ vox
25661,Dub techno
25662,Party tech house b/w raw Ben Klock techno version
25663,"Varied, spaced out, playful Electro EP"
25664,Big room Tech House tools
25665,Spaced out & melodic IDM electronica/techno/electro hybridz
25666,Heavy subs driven r’n’b infected dubstep w/ melodic sound sphere
25667,Diverse atmospheric floating techno tunes
25668,Excellent technoid dubstepping cuts
25669,Minimalist tech house
25670,"Archival issue of idioyncratic, Detroit schooled Techno as seen through a UK Ambient lense - Recommended!"
25671,Feat. rmxs of classic Delsin prod.
25672,Deeper house tracks
25673,Exceptional twisted & heavy post-dubstep beat science w/ heavy drone rock infected sound sphere
25674,"Wild braindance at its best w/ influences of classic IDM, breakcore, breakstep, dubstep & acid"
25675,Deeper & warm sounding house grooves
25676,Long upbuilding house
25677,Raw techno/house grooves
25678,Theo Parrish/ Moodymann influenced soulful house tunes
25679,Extra heavy & mystical tripping killer tunes
25680,Classic rooted deeper house tunes
25681,Pumping house & reduced tripping techno
25682,Fine classic rooted house tunes
25683,Minimalist house
25684,Original Detroit Bass / Electro goodness
25685,"Beautiful modern classic, piano works, electronica w/ some indie pop references"
25686,Hard pounding Techno tools
25687,Dubstep from the source
25688,IDM & 4x4 UK garage rooted dubstep for the advanced
25689,Classic US house rooted tracks
25690,Detroit rooted techno/house
25691,Dry minimalist Tech House mini-compilation
25692,"Remarkable, Digital Dub Reggae leaning, 2009 tape release by ever impressive Tapes"
25693,"Excellent,comprehensive, rhythmic avant-computer music explorations"
25694,Deeper atmospheric dubstep/beat science tunes
25695,Killer synthline driven & grime/r’n’b-ish infected tunes
25696,Dubbed out House / Techno tools
25697,Retroesque acidic & atmospheric techno
25698,2009 album of a soul legend
25699,R'n'b & game score infected dubstep compatible tunes
25700,Minimalist techno
25701,"Nice dub techno, dubstep & UK garage crossover tunes"
25702,Finest deeper house
25703,Pumping house tunes
25704,Stomping rave techno
25705,Deepest Dub Techno manifestations
25706,"Deep, Rhythm & Sound indebted Dub Techno distillations"
25707,IDM-ish dubstep/UK garage cuts
25708,Dubstep rave cuts
25709,Soulfull funk flavored house
25710,A surprising mixture of ambient & indietronica w/ some bittersweet Burial alike post-UK-garagesque vibes - one whitelabel copy
25711,Deeper dub house incl. killer Chateaux Flight mixes and awesome 4x4 UK garage rave version by Appleblim & Komonazmuk
25712,Tech house
25713,Fine deep house
25714,Raw house tracks
25715,Heavy & deep crafty dubstep rave tunes
25716,Different swinging deeper atmospheric techno
25717,Mindblowing extreme funky industrial techno w/ drone atmosphere
25718,"Ultra heavy, subtle industrialesque & futuristic technoid dubstep tunes  - Highly Recommended!"
25719,Long tripping techno tunes
25720,Disco rooted DJ tools
25721,Mindblowing Techno Dub / UK Garage hybrid cuts
25722,Finest deep house tunes
25723,
25724,"Classic, oldschool rooted Techno/House EP"
25725,"Noisy, partly subtle downtempo beats driven, lo-fi-esque  Ambient Lounge excursions"
25726,Technoid IDM infected dubstep killer cuts
25727,One sided
25728,Mid 1990s Berlin techno alike tune b/w uptempo tech stepping version
25729,Feat. disco infected & classic house rooted rmxs.
25730,New project within Hotflush’s and Offshore’s explorative series - dubstep & beyond
25731,Dubstep related & synthlines driven upfront beat science
25732,Uplifting classic rooted house club tunes
25733,Spaced out sounding club tunes
25734,Minimalist techno
25735,Fine classic rooted house tunes
25736,Deeper Detroit house by an original Beatdown member
25737,Uplifting A’dam house tracks
25738,Nice IDM /  dubstep hybrid tunes
25739,Deeper house
25740,Theo Parrish/ Moodymann influenced soulful house tunes
25741,"Raw percussive, technoid dubstep tunes"
25742,
25743,
25744,Varied spaced out Electro mini-compilation
25745,Driving Electro mini-compilation
25746,Heavy hip hop & electro bass rooted dubstep cuts
25747,Crafty club techno
25748,Brilliant classic techno house infected tunes w/ subtle ultra deep sound sphere
25749,Dry & mesmerizing heavy metal infected killer dubstep
25750,"Taken from Efdemins latest mix CD, well selected timeless deeper techno tracks"
25751,"Special edition, collecting previously unreleased remixes"
25752,Ice cold atmospheric & dark blue killer dubstep - Highly Recommended!
25753,Deep & long upbuilding house
25754,Mellow house grooves
25755,Atmospheric minimalist tech house
25756,Theo Parrish/ Moodymann influenced soulful house tunes
25757,
25758,DJ tool house
25759,Subtle atmospheric and soul infected deep house
25760,Fine deeper house tunes
25761,Wild techy House tools
25762,DJ tool house
25763,Long tripping house tunes
25764,Significantly ’liquid’ styled Drum & Bass centered 2008 album by the don
25765,Detroit club techno
25766,80's electronic italo disco infected tracks
25767,Dark tripping club techno
25768,Dubstep rave cuts
25769,Heavy dubstep rave cuts
25770,Noisy industrial techno
